ASSUNTO e PALAVRAS CHAVES;SUBTEMA;NORMAS e DOCUMENTOS;URL;DESCRIÇÃO - ASSUNTO;VIGÊNCIA;DATA INICIO;DATA FIM;NORMA ATUAL;NÍVEL DE ACESSO
COBERTURA: MEDICAMENTOS PARA TRATAMENTO DOMICILIAR ;Rol e Coberturas;PARECER TÉCNICO Nº 20-GEAS-GGRAS-DIPRO2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_20_2021_medicamentos_para_tratamento_domiciliar.pdf;A Lei n.º 9.656/1998 deixa explícito, em seu artigo 10, inciso VI, que, nos casos de terapia medicamentosa, o fornecimento de medicamentos para tratamento domiciliar não está contemplado dentre as coberturas obrigatórias, exceção feita apenas para os medicamentos antineoplásicos orais para uso domiciliar, assim como medicamentos para o controle de efeitos adversos e adjuvantes de uso domiciliar relacionados ao tratamento antineoplásico oral e/ou venoso (art. 12, inciso I, alínea “c”, e inciso II, alínea “g”).;01/04/2021;01/04/2021;;;Público 
COBERTURA: MEDICAMENTOS;Rol e Coberturas;PARECER TÉCNICO Nº 21-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_21_2021-2_medicamentos.pdf;Regras para a cobertura obrigatória de medicamentos.;01/04/2021;01/04/2021;;;Público 
COBERTURA: MONITORIZAÇÃO NEUROFISIOLÓGICA INTRAOPERATÓRIA (INCLUI MONITORIZAÇÃO ELETRONEUROMIOGRÁFICA INTRAOPERATÓRIA) ;Rol e Coberturas;PARECER TÉCNICO Nº 22-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_22_2021_monitorizacao_neurofisiologica_intraoperatoria_ou_eletroneuromiografica.pdf;O procedimento MONITORIZAÇÃO NEUROFISIOLÓGICA INTRA-OPERATÓRIA consta listado no rol de procedimentos disposto no Anexo I, da RN n.º 465/2021, devendo, portanto, ser obrigatoriamente coberto por planos novos e planos antigos adaptados, com segmentação hospitalar (com ou sem obstetrícia) e por planos referência, conforme indicação do médico assistente. O procedimento citado acima contempla a MONITORIZAÇÃO ELETRONEUROMIOGRÁFICA INTRAOPERATÓRIA, que tem igualmente cobertura obrigatória por aqueles planos de saúde.;01/04/2021;01/04/2021;;;Público 
COBERTURA: NUCLEOPLASTIA COM RADIOFREQUÊNCIA (OU COAGULAÇÃO/ABLAÇÃO INTRADISCAL PERCUTÂNEA POR RADIOFREQUÊNCIA);Rol e Coberturas;PARECER TÉCNICO Nº 23-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_23_2021_nucleoplastia_com_radiofrequencia.pdf;O procedimento NUCLEOPLASTIA COM RADIOFREQUÊNCIA (OU COAGULAÇÃO/ABLAÇÃO INTRADISCAL PERCUTÂNEA POR RADIOFREQUÊNCIA) não se encontra listado no Anexo I, da RN n.º 465/2021, e, portanto, não possui cobertura em caráter obrigatório.;01/04/2021;01/04/2021;;;Público 
COBERTURA: ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS – OPME;Rol e Coberturas;PARECER TÉCNICO Nº 23-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_24_2021_orteses_proteses_e_materiais_especiais_opme.pdf;As OPME, quando utilizadas em procedimentos listados no Rol, possuem cobertura obrigatória pelos planos novos e pelos planos antigos adaptados, desde que estejam regularizadas e registradas e suas indicações constem da bula/manual junto à ANVISA, respeitados os critérios de credenciamento, referenciamento, reembolso ou qualquer outro tipo de relação entre a operadora e seus prestadores de serviços de saúde, bem como as segmentações contratadas. ;01/04/2021;01/04/2021;;;Público 
COBERTURA: PROCESSO TRANSEXUALIZADOR OU DE AFIRMAÇÃO DE GÊNERO;Rol e Coberturas;PARECER TÉCNICO Nº 26-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_26_2021_processo_transexualizador.pdf;"Procedimentos como MASTECTOMIA; HISTERECTOMIA; OOFORECTOMIA OU OOFOROPLASTIA; TIROPLASTIA, dentre outros, que constam listados no rol sem Diretriz de Utilização e não possuem qualquer restrição de cobertura expressa no nome do procedimento, nos termos do Art. 6º, §1º, inciso I, da RN nº 465/2021, serão de cobertura obrigatória quando solicitados pelo médico assistente, ainda que no âmbito do processo transexualizador.";01/04/2021;01/04/2021;;;Público 
COBERTURA: PULSOTERAPIA ;Rol e Coberturas;PARECER TÉCNICO Nº 27-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_27_2021_pulsoterapia.pdf;"Diante de prescrição de medicamentos registrados/regularizados 
na ANVISA, cuja indicação esteja de acordo com as indicações da bula, e contenha 
expressamente os termos “PULSOTERAPIA” ou “EM PULSOS” ou outras expressões que 
denotem a mesma ideia, ou ainda, sendo possível inferir tratar-se deste esquema de 
infusão, a cobertura dos medicamentos associados será obrigatória nas seguintes 
situações: - Para os medicamentos pertencentes à classe dos imunobiológicos, desde que atendidos os critérios definidos na DUT n.º 65 – TERAPIA IMUNOBIOLÓGICA 
ENDOVENOSA OU SUBCUTÂNEA, do Anexo II, da RN n.º 465/2021.- Para os medicamentos pertencentes às demais classes, independente do  medicamento, da doença ou de haver previsão em bula para o uso por pulsoterapia, nos termos do art. 8º, inciso III, RN n.º 465/2021.";01/04/2021;01/04/2021;;;Público 
COBERTURA: RADIAÇÃO PARA CROSS LINKING CORNEANO / CROSS-LINKING (CXL) DE COLÁGENO CORNEANO / RETICULAÇÃO DO COLÁGENO CORNEANO ;Rol e Coberturas;PARECER TÉCNICO Nº 28-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_28_2021_radiacao_para_cross_linking_da_cornea.pdf;O procedimento RADIAÇÃO PARA CROSS LINKING CORNEANO (COM DIRETRIZ DE UTILIZAÇÃO) consta listado no Anexo I da RN n.º 465/2021, e deve ser obrigatoriamente coberto por planos de segmentação ambulatorial e/ou hospitalar (com ou sem obstetrícia) e por planos-referência, conforme indicação do médico assistente. Para tanto, devem ser observadas as condições estipuladas em sua Diretriz de Utilização – DUT, que se encontra descrita no item 121, do Anexo II, da mesma norma.;01/04/2021;01/04/2021;;;Público 
COBERTURA: RADIOFÁRMACOS, MEDICAMENTOS RADIOFÁRMACOS E RADIOISÓTOPOS ;Rol e Coberturas;PARECER TÉCNICO Nº 29-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_29_2021_radiofarmacos_medicamentos_radiofarmacos_e_radioisotopos.pdf;No que se refere ao uso de radiofármacos, medicamentos radiofármacos ou radioisótopos, a RN n.º 465/2021 estabelece a obrigatoriedade do oferecimento destes quando utilizados nos procedimento listados neste parecer. ;01/04/2021;01/04/2021;;;Público 
COBERTURA: RADIOTERAPIA COM MODULAÇÃO DA INTENSIDADE DO FEIXE (IMRT);Rol e Coberturas;PARECER TÉCNICO Nº 30-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_30_2021_radioterapia_com_modulacao_da_intensidade_do_feixe__imrt_.pdf;"O procedimento RADIOTERAPIA COM MODULAÇÃO DA INTENSIDADE DO FEIXE (IMRT) PARA TUMORES DA REGIÃO DA CABEÇA E PESCOÇO consta listado no Anexo I da RN n.º 465/2021, e deve ser obrigatoriamente coberto por planos de segmentação ambulatorial e/ou hospitalar. O procedimento citado não contempla a RADIOTERAPIA COM 
INTENSIDADE MODULADA DO FEIXE (IMRT) aplicada a outras partes anatômicas do 
corpo, exceto a região da cabeça e pescoço.";01/04/2021;01/04/2021;;;Público 
"COBERTURA: RADIOTERAPIA ESTEREOTÁXICA FRACIONADA e 
RADIOCIRURGIA (POR ESTEREOTAXIA OU GAMA-KNIFE";Rol e Coberturas;PARECER TÉCNICO Nº 31-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_31_2021_radioterapia_estereotaxica_fracionada.pdf;"Os procedimentos RADIOTERAPIA ESTEREOTÁXICA FRACIONADA e 
RADIOCIRURGIA (POR ESTEREOTAXIA OU GAMA-KNIFE) encontram-se listados no Anexo 
I, da RN n.º 465/2021, e, portanto, possuem cobertura em caráter obrigatório pelos 
planos privados de assistência à saúde de segmentação ambulatorial e/ou hospitalar 
(com ou sem obstetrícia) e por planos-referência. Cabe ressaltar que os referidos procedimentos podem ser aplicados em 
quaisquer partes anatômicas, conforme indicação do médico assistente.";01/04/2021;01/04/2021;;;Público 
COBERTURA: RAIO X - RADIAÇÃO IONIZANTE – FINS PERICIAIS E ADMINISTRATIVOS ;Rol e Coberturas;PARECER TÉCNICO Nº 32-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_32_2021_raio_x_-_radiacao_ionizante_-_fins_periciais_e_administrativos.pdf;"A realização de tomadas radiográficas com finalidade, 
exclusivamente, pericial/administrativa, constitui prática vedada pela legislação vigente";01/04/2021;01/04/2021;;;Público 
COBERTURA: STENT (ENDOPRÓTESE);Rol e Coberturas;PARECER TÉCNICO Nº 33-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_33_2021_stent_-_endoprotese.pdf;"A implantação de stents (endopróteses), sejam eles revestidos, farmacológicos ou absorvíveis, quando utilizados nos procedimentos constantes do Rol que prevejam a utilização de stent, possuem cobertura obrigatória pelos planos novos e pelos planos antigos adaptados, desde que estejam regularizados e/ou registrados e suas indicações constem da bula/manual perante a ANVISA ou disponibilizado pelo fabricante, respeitados os critérios de credenciamento, referenciamento, reembolso ou qualquer outro tipo de  relação entre a operadora e seus prestadores de serviços de saúde, bem como as segmentações contratadas. Importante esclarecer que a ANS não estabelece critérios para determinar a equivalência ou similaridade entre órteses, próteses e materiais especiais, sendo esta 
atribuição da ANVISA .";01/04/2021;01/04/2021;;;Público 
COBERTURA: TÉCNICA MINIMAMENTE INVASIVA, LASER, NAVEGADOR, ROBÓTICA, ESCOPIAS, RADIOFREQUÊNCIA   ;Rol e Coberturas;PARECER TÉCNICO Nº 34-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_34_2021_tecnica_minimamente_invasiva__laser__navegador__robotica__escopias__radiofrequencia.pdf;"O art. 12 da RN n.º 465/2021 estipula que as intervenções realizadas por laser ou outras técnicas minimamente invasivas somente terão cobertura assegurada quando assim especificados no Anexo I, de acordo com a segmentação contratada. Caso o profissional assistente solicite um procedimento que conste no Rol vigente, mas concomitantemente solicite materiais/dispositivos utilizados 
exclusivamente em procedimentos cuja técnica não conste especificada no Rol de 
Procedimentos, a operadora não está obrigada a cobri-los, desde que isto esteja 
devidamente comprovado nas indicações da bula/manual/instruções de uso junto à 
Agência Nacional de Vigilância Sanitária – ANVISA ou disponibilizada pelo fabricante. ";01/04/2021;01/04/2021;;;Público 
COBERTURA: TERAPIA FOTODINÂMICA;Rol e Coberturas;PARECER TÉCNICO Nº 35-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_35_2021_terapia_fotodinamica.pdf;O procedimento TERAPIA FOTODINÂMICA não se encontra listado no Anexo I da RN n.º 465/2021, e, portanto, não possui cobertura em caráter obrigatório.;01/04/2021;01/04/2021;;;Público 
COBERTURA: TROCA VALVAR POR VIA PERCUTÂNEA (TAVI) ;Rol e Coberturas;PARECER TÉCNICO Nº 36-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_36_2021_troca_valvar_por_via_percutanea__tavi_.pdf;O procedimento IMPLANTE TRANSCATETER DE PRÓTESE VALVAR AÓRTICA (TAVI) encontra-se listado no rol de procedimentos e eventos em saúde disposto no Anexo I, da RN 465/2021, estando a sua diretriz de utilização descrita no item 143, do Anexo II, da mesma resolução normativa.;01/04/2021;01/04/2021;;;Público 
COBERTURA: ULTRASSONOGRAFIA OBSTÉTRICA COM TRANSLUCÊNCIA NUCAL/ULTRASSONOGRAFIA MORFOLÓGICA FETAL DO 1º TRIMESTRE;Rol e Coberturas;PARECER TÉCNICO Nº 37-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_37_2021_ultrassonografia_obstetrica_com_translucencia_nucal_.pdf;O procedimento ULTRASSONOGRAFIA OBSTÉTRICA COM TRANSLUCÊNCIA NUCAL /ULTRASSONOGRAFIA MORFOLÓGICA DO 1º TRIMESTRE consta listado no Anexo I da RN n.º 465/2021, e, portanto, deve ser obrigatoriamente coberto por planos de segmentação ambulatorial e/ou hospitalar (com obstetrícia) e por planos-referência, uma vez cumprida a diretriz de utilização descrita no item 76, do Anexo II, da mesma resolução normativa.;01/04/2021;01/04/2021;;;Público 
COBERTURA: QUIMIOTERAPIA INTRAPERITONEAL HIPERTÉRMICA ;Rol e Coberturas;PARECER TÉCNICO Nº 38-GEAS-GGRAS-DIPRO-2021;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/parecer_tecnico_no_38_2021_quimioterapia_intraperitoneal_hipertermica.pdf;A QUIMIOTERAPIA INTRAPERITONEAL HIPERTÉRMICA, quando associada a procedimentos citorredutores, para o tratamento dos tumores mucinosos do apêndice cecal/Pseudomyxoma peritonei ou mesotelioma peritoneal, deve ter sua cobertura assegurada pelas operadoras de planos assistência à saúde, estando contemplada no Rol de Procedimentos e Eventos em Saúde, por meio dos procedimentos listados neste parecer.;01/04/2021;01/04/2021;;;Público 
COBERTURA: MEDICAMENTOS À BASE DE CANNABIS SATIVA E CANABIDIOL;Rol e Coberturas;PARECER TÉCNICO Nº 40-GCITS-GGRAS-DIPRO-2022;https://www.gov.br/ans/pt-br/arquivos/acesso-a-informacao/transparencia-institucional/pareceres-tecnicos-da-ans/2020/PARECERTECNICO_40_ProdutosdeCannabiseCababidiol_Publicadoem27052022.pdf;Uma vez que o art. 10, inciso VI, da Lei nº 9.656/1998 deixa explícito que, nos casos de terapia medicamentosa, o fornecimento de medicamentos para tratamento domiciliar não está contemplado dentre as coberturas obrigatórias, os produtos de cannabis indicados para uso domiciliar não possuem cobertura obrigatória pelas operadoras de planos de saúde.;27/05/2022;27/05/2022;;;Público 
Resolução CFM, especialidades médicas obrigatórias, pronto socorro.;Rol e Coberturas / Rede;Resolução CFM 1451-95 ;https://sistemas.cfm.org.br/normas/visualizar/resolucoes/BR/1995/1451;"A equipe médica do Pronto Socorro deverá, em regime de plantão no local, ser constituída, no mínimo, por profissionais das seguintes áreas:-Anestesiologia;-Clínica Médica;-Pediatria;-Cirurgia Geral;-Ortopedia.";17/03/1995;17/03/1995;;;Público 
Relação de especialidades e áreas de atuação médicas reconhecidas pelo CFM;Rol e Coberturas / Rede;Resolução CFM nº  2330-2023 ;https://sistemas.cfm.org.br/normas/visualizar/resolucoes/BR/2023/2330;Homologa a Portaria CME nº 1/2023, que atualiza a relação de especialidades e áreas de atuação médicas aprovadas pela Comissão Mista de Especialidade do CFM;15/03/2023;15/03/2023;;;Público 
Relação de especialidades e áreas de atuação médicas reconhecidas pelo CFM;;Resolução  CFM nº 2.380-2024;https://sistemas.cfm.org.br/normas/visualizar/resolucoes/BR/2024/2380;Homologa a Portaria CMEnº1/2024,que atualiza a relação de  especialidades  e  áreas  de  atuação  médicas aprovadas pela Comissão Mista de Especialidades.;24/06/2024;24/06/2024;;;Público 
Emergência e urgência, remoção, carência, plano ambulatorial, plano hospitalar;Rol e Coberturas / Carência;RESOLUÇÃO DO CONSELHO DE SAÚDE SUPLEMENTAR – CONSU Nº 13 DE 3 DE NOVEMBRO DE 1998;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MzAw;Dispõe sobre a cobertura do atendimento nos casos de urgência e emergência;04/11/1198;04/11/1198;;;Público 
Sessão com Fonoaudiólogo e Sessão com Psicólogo e/ou Terapeuta Ocupacional;Rol e Coberturas;RESOLUÇÃO NORMATIVA  Nº 469, DE 09 DE JULHO DE 2021;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDA2Mg==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória de sessões com psicólogos, terapeutas ocupacionais e fonoaudiólogos, para o tratamento/manejo do Transtorno do Espectro Autista (TEA).
 [Anexo][Correlações][Alterações]";12/07/2021;12/07/2021;;;Público 
Alienação de carteira;Rol e Coberturas / Contratos e Regulamentos;RESOLUÇÃO NORMATIVA N° 112, DE 28 DE SETEMBRO DE 200;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=OTk1;Dispõe sobre a alienação da carteira das operadoras de planos de assistência à saúde, e dá outras providências. Na operação de alienação de carteira fica vedada a interrupção da prestação de assistência aos beneficiários da carteira da operadora alienante, principalmente aos que estejam em regime de internação hospitalar ou em tratamento continuado.;28/09/2005;28/09/2005;;;Público 
Medicação de uso domiciliar, aditivo contratual, contrato acessório;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 310, DE 30 DE OUTUBRO DE 2012;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=MjI4Mw==;Dispõe sobre os princípios para a oferta de contrato acessório de medicação de uso domiciliar pelas operadoras de planos de assistência à saúde;31/10/2012 a 30/03/2022 Revogada pela RN 487/2022;FORMATO DESCONHECIDO;;;Público 
Remoção;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 347, DE 2 DE ABRIL DE 2014;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=MjcwMg==;Dispõe sobre a cobertura de remoção de beneficiários de planos privados de assistência à saúde, com segmentação hospitalar, que tenham cumprido o período de carência.;04/04/2014 a 30/03/2022 Revogada pela RN 490/2022;FORMATO DESCONHECIDO;;;Público 
Cirurgia antiglaucomatosa via angular com implante de stent de drenagem por técnica minimamente invasiva;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 473, DE 05 DE NOVEMBRO DE 2021;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDEwMg==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória e a utilização do procedimento “Cirurgia antiglaucomatosa via angular com implante de stent de drenagem por técnica minimamente invasiva”, em cumprimento ao disposto no parágrafo 8º da do art. 10 da Lei nº 9656/1998, incluído pela Medida Provisória nº 1067/2021.;08/11/2021;08/11/2021;;;Público 
Teste SARS-CoV-2 (Coronavírus COVID-19), teste rápido para detecção de antígeno;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 478, DE 19 DE JANEIRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDEyMQ==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória e a utilização do Teste SARS-CoV-2 (Coronavírus COVID-19), teste rápido para detecção de antígeno;20/01/2022;20/01/2022;;;Público 
"Mycobacterium leprae (Bacilo de Hansen), detecção de resistência a antibióticos por PCR; Mycobacterium leprae (Bacilo de Hansen), IgM, anticorpos (teste rápido); e Mycobacterium leprae (Bacilo de Hansen), Pesquisa PCR em tempo real";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 480, DE 10 DE FEVEREIRO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDEzNA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória e a utilização dos procedimentos “Mycobacterium leprae (Bacilo de Hansen), detecção de resistência a antibióticos por PCR”; “Mycobacterium leprae (Bacilo de Hansen), IgM, anticorpos (teste rápido)”; e “Mycobacterium leprae (Bacilo de Hansen), Pesquisa PCR em tempo real”, em cumprimento ao disposto no parágrafo 8º da do art. 10 da Lei nº 9656/1998, incluído pela Medida Provisória nº 1067/2021.";14/02/2022;14/02/2022;;;Público 
Medicação de uso domiciliar, aditivo contratual, contrato acessório;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 487, DE 28 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE0Nw==;Dispõe sobre os princípios para a oferta de contrato acessório de medicação de uso domiciliar pelas operadoras de planos de assistência à saúde.;31/03/2022;31/03/2022;;;Público 
Remoção;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 490, DE 29 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE1MA==;Dispõe sobre a cobertura de remoção de beneficiários de planos privados de assistência à saúde, com segmentação hospitalar, que tenham cumprido o período de carência.;31/03/2022;31/03/2022;;;Público 
Vedação a caução, depósito de qualquer natureza, nota promissória ;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 496, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE1Ng==;Dispõe sobre a proibição da exigência de caução por parte dos Prestadores de serviços contratados, credenciados, cooperados ou referenciados das Operadoras de Planos de Assistência à Saúde e Revoga as Resoluções Normativas nº 44, de 24 de julho de 2003, e nº 382, de 01 de julho de 2015.;31/03/2022;31/03/2022;;;Público 
Criação Obrigatória de Portal Corporativo na Internet -  Profissional Responsável pela Troca de Informações em Saúde Suplementar - TISS;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 497, DE 30 DE MARÇO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDE1Nw==;Dispõe sobre a criação obrigatória de portal corporativo na Internet pelas operadoras de planos privados de assistência à saúde, sobre a designação de profissional responsável pela troca de informações em saúde suplementar (Padrão TISS) referente aos eventos prestados aos beneficiários de planos privados de assistência à saúde e revoga as Resoluções Normativas nº 190, de 30 de abril de 2009 e nº 359, de 01 de dezembro de 2014.;31/03/2022;31/03/2022;;;Público 
ELASTASE PANCREÁTICA FECAL, TESTE DE PROVOCAÇÃO ORAL COM ALIMENTOS, risanquizumabe,  brigatinibe,  trifluridina / cloridrato de tipiracila (FTD/TPI), venetoclax;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 536, DE 02 DE MAIO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDIzMA==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória dos procedimentos “ELASTASE PANCREÁTICA FECAL” e “TESTE DE PROVOCAÇÃO ORAL COM ALIMENTOS”, em cumprimento ao disposto no parágrafo 10 do art. 10 da Lei nº 9656/1998, incluído pela Lei nº 14.307/2022; e regulamentar a cobertura obrigatória do medicamento biológico risanquizumabe para o tratamento de pacientes com psoríase; do medicamento antineoplásico oral brigatinibe para o tratamento em primeira linha de pacientes com câncer de pulmão de não pequenas células (CPNPC) localmente avançado ou metastático que seja positivo para quinase de linfoma anaplásico (ALK+); do medicamento antineoplásico oral trifluridina/cloridrato de tipiracila (FTD/TPI) para o tratamento de pacientes com câncer colorretal metastático; do medicamento antineoplásico oral trifluridina / cloridrato de tipiracila (FTD/TPI) para o tratamento de pacientes com câncer gástrico metastático, incluindo adenocarcinoma da junção gastroesofágica, que foram previamente tratados com pelo menos dois regimes anteriores de tratamento sistêmico para doença avançada; e do medicamento antineoplásico oral venetoclax, em combinação com obinutuzumabe, para o tratamento de pacientes adultos com leucemia linfocítica crônica (LLC) em primeira linha de tratamento, em cumprimento ao disposto nos parágrafos 4º e 6º do art. 10 da mesma Lei.";06/05/2022;06/05/2022;;;Público 
"Terapia com alfacerliponase para lipofuscinose ceroide neuronal tipo 2 (CLN2) (com diretriz de utilização); Implante intracerebroventricular de bomba de infusão de fármacos e aplicação de contraceptivo hormonal injetável (com diretriz de utilização)";Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 538, DE 13 DE JUNHO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=pdfAtualizado&format=raw&id=NDI1NQ==;"Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória dos procedimentos ""TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ DE UTILIZAÇÃO)”, “IMPLANTE INTRACEREBROVENTRICULAR DE BOMBA DE INFUSÃO DE FÁRMACOS"" e “APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO)”, em cumprimento ao disposto no parágrafo 10 do art. 10 da Lei nº 9.656/1998, incluído pela Lei nº 14.307/2022.";22/10/2022;22/10/2022;;;Público 
Abordagens, técnicas e métodos específicos, CID F84, TEA, TGD, terapias, Transtorno do Espectro Autista;Rol e Coberturas;RESOLUÇÃO NORMATIVA Nº 539, DE 23 DE JUNHO DE 2022;https://www.ans.gov.br/component/legislacao/?view=legislacao&task=textoLei&format=raw&id=NDI1Ng==;Altera a Resolução Normativa - RN nº 465, de 24 de fevereiro de 2021, que dispõe sobre o Rol de Procedimentos e Eventos em Saúde no âmbito da Saúde Suplementar, para regulamentar a cobertura obrigatória de sessões com psicólogos, terapeutas ocupacionais e fonoaudiólogos, para o tratamento/manejo dos beneficiários portadores de transtorno do espectro autista e outros transtornos globais do desenvolvimento.;01/07/2022;01/07/2022;;;Público 
